text,label
rt every super hero bitch except iron man peter parker biggest hoe loser ass nigga no bitches no cribs no whips,1
lookin your bitch she probably ?,1
rt if aint bout murder game pussy nigga shut up 252 gang,0
500 white men pick up trucks screaming nigger coach got nerve get mad missed free throw,0
cannot fuck any ol bitch niggas desert dicks out here,0
like yankees toinight 107,2
rt check out homie sole sauce! stuff does miracles!!,2
rt lmfao rt alcohol,2
got hicks lol,2
"play soccer, cheat girls, wear khaki coloured cargos haircut yes lmfao",2
status report making pit stop canada rape bitches,0
rt lemme find out niggaz letting bitches shit yo faces niggas weirdos,0
"poor coon..snow stopped here,now if wind would might nice out,well winter",2
"rt saying, who cares? comes privileged position. may never experience what queer person goes through, may",1
rt rt nigga bitch him never date female another niggah name her lol . wtf .,0
"tilt chin back, slit throat, take bath blood, get know",2
everybody mocks obama .hes embarrassment usa.,2
rt video derek jeter hits walkoff single his final atbat yankee stadium,2
lmfaoo hate black people this why there black people niggers,0
rt dats how u drop dum ho ask about b4 yu jump dick ho reed about yu cluck ass thot,1
"chris stop your angry bird spitting n dana go hail ur racial tendicies, u did not infor, carter rt n u never talk abt him",2
think found normal roommate again! praise jesus! these current ones about get their throats slit their sleep!,2
trash,2
rt there might couple cotton pickers spurs but they all play unselfish white man basketball,0
rt got niggas amp got bitches,0
white bus drivers all white trash.,0
rt lawmakers consider nations 1st energy legislation protect amp .,2
omg bitch buy dildo stfu,1
charlie please stop. 1 ole fart 2 another..,2
ion like papoose but went lol,2
"hate aw they gym cunts ma year, would rather eat like pig drink like have got problem",1
lick pussy ma crack,1
may president but does not necessarily mean sole position power regard making such decisions.,2
"aww y u so mad tho, successful man lmfao, hut hugging faggot.",0
real. lil bitch.,1
one friend who greet insult. niggers,0
"tell me, coon.",0
"rt not funny people who call fat, ugly, whore, stupid, cunt, bitch, etc same ones whining abo",1
"this guy nits learn new things every day, u only one still talkin bout jim crow. there go republican hypocrisy",2
rt new bus stop. guy across street yelling doing david lee roth kicks swooping crows. should learn karate.,2
told u ugly niggas get bitches young promise u!! work ya magic lol,1
wonder how many yankee fans hurt derek jeter out until after all star break lmao,2
1030 nicca!,2
their tortillas trash though.,2
like cannot have niggas thinkin hotep talk time apart party sets.,1
rt do not understand how so many americans can hate obama saluting latte. nobody tells these swagfags anything abo,1
leo get fuck off vine fag,0
rt do not support ya idiot. if am teabagger being teabagged.,0
rt think am addicted naked pictures sit talking bout bitches almost had,1
"rt wrote whole game story how orpik shut down ovi two nights row. many mock this. but really,",2
ready go get fried oreos,2
so jus do not faithful cus u never kno what your bitch doing lmao,1
when bitches like him against world! bitch do not nobody even know yall together nobody hating.,1
rt cookies n cream oreo fudge ice cream,2
oh hell no they act proper live richardson much finer then hoes ducanville,1
am xx triple x rated bitch,1
stfu white trash,0
rt eating pussy dangerous bitches trying snap your fucking neck,1
am coming bitch boy!!,1
nope. super chocolatey yummy brownies.,2
faggot needs grow up,0
"welcome family, mia meli!",2
this niggah fool,1
how about wash butthole out your tongue little faggot,0
"rt once get cold beer hand there am not no mistakin who am, cannot hide redneck side",2
what fag,0
need bad bitch thats gon treat good,1
only exception baby momma she not stuck ghetto bitch stomp her ass like african ritual,1
am sick hoes oml,1
if train officers wearing body armor stand back watch smoke clear. why does every gun ho wanna be..,2
fuck too ya little bitch look like mexican sucking cock ur profile,0
wow what faggot,1
now infuriated jihadis putting out murder requests fighter pilots who participated bombings,2
"am sorry offended when called bitch, honestly thought knew.",1
shoot nigga his shorty bitch .,0
have redneck attitude. same people think benghazzi real think fox fake nws real. your one,0
viva brazil niggah lol,1
rt lmfao rt alcohol,2
let niggah try,1
lmao redskins turnin up,2
rt hoes need stop dressing yall kids migos rappers yall fucked. lil nigga just wanted power ran,0
nig jus said am not nuttin worse den fat loud hoe.tru fuckin story,0
tha hoe,1
rt when look like trash someone compliments,2
rt this bitch come up pull her titty out.. what do do? more merrie,1
did mention ugly cunt? go back iran.,0
rt chris brown trash.,2
really craving arroz con pollo y habichuelas right now,2
bruh went so hard bitch deserves pimp year,1
should hang out ovenjew. have lot common. people waste time nigs. jews r r problem.,0
"btw, genocide not war. people gaza no more combatants than people warsaw ghetto.",2
"rt man, most coons could not jus up quit yo job, if found out ya boss racist, so shut tha fucc up. niggas love",0
whoever had mr. ramlogan uwi business law tho? racist mudda cunt,0
move out our country teabaggers!,0
yea u stupid faggot. am not leaving till like 56pm. want ride?,0
"rt idc what phone u got, lol silly nigger",0
niggasbitches cheat cause mfs always think they gettin played,0
lil b already puff hoes,1
does. all your hipster friends ugly fuck.. yo pussies all stank,1
rt get downstairs fucking pussy,1
fucking hate bitch so much wanna smack her face then tongue kiss her,1
"nig fun watch got admit, ebola boy can speak broken spanish too lol",0
gorgeous rt calico maine coon cat,2
great lead battle then ricky hits danica yellow. oh boy.,2
would never hit woman but would slap hoe,1
"do girls wear bathrobes still cuz have really cute fuzzy 60 bathrobe victorias secret, even ok wear",2
"see gotta get this money ma palms itchin , niggahs gossip like hoes most them bitches .",1
no summer school? eat dick school. im done your bitch ass !!,1
what restaurant drugs tests hahahaha fuckin trash,1
hell naw fuck them bitches serves them right,0
traveled back time middleearth crept up enemy. slit hobbits throat reflex vomited into trembling hand.,2
how many times did listen pussy song today?,1
totally correct anthony. cant livin round dem colored folk. day bringin down da hood dem propery value,0
praise thy lord this season beanies upon us,2
rt shakespeares birthday. take look some shakespearean trash talk.,2
least am not nigger lmfao,0
your ex wifes tastes like sweet butter,1
cannot wait more peds it? roid munching faggot,0
fucking losers wetbacks,0
zimmerman comin yo life bitch.,0
everybody bout fuck fat bitch,1
"if am legit trying, worst thing can do try play games me. get bird soo fast.",2
rt why ya niggas gassin these wack ass bitches ?,0
rt well maybe whore stupid ugly homeless bitch,0
"gt see yougt shout out radical , gt",0
"rt criticize amanda saying n word, sure, but do not make jokes about her sexual assault, do not trash.",2
2 hoes 1 dyke,0
"wish faggots like would stop making music, rack city fucking awful. get fuck outta michigan.",0
course off this year. because goddamn retards!!,0
time. amend 14th amendment written protect newly freed ex slaves. lived purpose. time end anchor baby loophole,2
oh shut your mouth talkin about morning fag,0
katy clear lake hoes,1
rt girl guy mom dad ? im butch dyke,0
rev. charlie rangel what unions stand spiritual damn things like inflatable rats.,2
15 sad tv character deaths still bitter over.. stark man,2
gm..do not bird did not get worm today,2
geez.. think may right. monkey! surely acts like one.,0
"this guy nits learn new things every day, u only one still talkin bout jim crow. there go republican hypocrisy",2
rt they renamed bitch yacht club,1
pussy ass nigga know nigga.,0
bitch watch your fucking mouth dirty whore. swear god thin line,0
"lemme just throw 302 it, how tranny??",2
type nicca owe yu money but still ask go n blunt,1
really get upset when lightskin friends have another cute dark skin sidekick..like im supposed only cute darkie u hang wit,0
rt lowkey called faggot faggot.,0
jai may make appearance party.. love fag,0
am busy what am tell all hoes who played side .. am busy,1
"rt if ya chick always getting into wit other bitches u gotta tell her shit aint fly, costly",1
where this bitches parents tho. go home thot.,1
interested. just wanted see better pic soles,2
ight nigga haha fucking queer clear his schedule,0
". thank you, dawn. see our state bird graces your avatar..",2
so your nigger fighter huh,0
little fag. least fuck woman have kids. plus work support them. hipster homo,0
went open house today amp place trash. eww,2
rt parent phoenix says administrators made her son wear pink fairy wings first day high school,2
lol just sit there make fun him. cannot stand fag,1
rt shakespeares birthday. take look some shakespearean trash talk.,2
rt way this niggah just flinched this movie,0
rt when tyler creator said rape pregnant bitch tell friends had threesome,1
rt jessica am not afraid slit your throat tomorrow,0
rt who blame yankees underperformance this year? umps? management? ebola outbreak?..how bout player,2
rt funny how rick scott accuses charlie crist changing his positions everything. ricks positions dictated corp,2
when day goes bad just tell yourself were pussy at!,1
have redneck attitude. same people think benghazzi real think fox fake nws real. your one,0
"worse than jig, am convinced",2
thinking bout those oysters gator bait tho,2
rt u bitches boring,1
rt new sign up mong kok protest site says fight democracy oppose communists have future,2
also recommend 6pack shiner bock 12 hours brisket duty pit feeding oak coals,2
rt one classmates offered teacher brownie someone said trying earn brownie points,2
